,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,SUBLOCALITY,LATITUDE,LONGITUDE,BEDS_BATH_RATIO,SQFT_BEDS_RATIO,SQFT_BATH_RATIO,SQFT For TotalRooms,LOCATION_SIZE,Distance_to_center
2009,2,1181000,2,2.0,1541.0,20,40.8879309,-73.9121663,1.0,770.5,770.5,385.25,-4657080.059997655,13334.553199267228
2011,7,588000,3,1.0,1080.0,9,40.5887247,-73.9208494,3.0,360.0,1080.0,270.0,-3240381.246357701,21328.161001205437
2013,7,929000,3,2.0,1309.0,9,40.6174291,-73.9615134,1.5,436.3333333333333,654.5,261.8,-3932401.6233890387,17726.740499417967
2014,11,670000,1,2.0,908.0,13,40.718793,-73.8365852,0.5,908.0,454.0,302.6666666666667,-2729935.2587557826,13048.07962971468
2015,7,649000,3,2.0,1152.0,16,40.544553,-74.159323,1.5,384.0,576.0,230.4,-3463783.605293897,30293.227011154657
2016,0,439900,2,1.0,1000.0,13,40.7318958,-73.8599645,2.0,500.0,1000.0,333.3333333333333,-3008456.377805699,10619.50562709764
2017,0,2850000,3,2.0,2184.207862,11,40.7282135,-73.9990284,1.5,728.0692873333334,1092.103931,436.8415724,-6582870.9933098545,5872.49039595324
2020,7,1389000,7,2.0,2184.207862,9,40.5943151,-73.9602134,3.5,312.0296945714286,1092.103931,242.68976244444445,-6557787.506877214,20299.224748881777
2022,7,1999000,4,2.0,2600.0,16,40.5908362,-74.1019957,2.0,650.0,1300.0,433.3333333333333,-7820441.1208346905,23418.573007068007
2023,12,2395000,5,2.3738608579684373,2560.0,9,40.6848322,-73.9220551,2.1062734082397006,512.0,1078.4119850187267,347.17226827430295,-7699216.403513994,11024.027649379692
2025,0,650000,2,2.0,1200.0,13,40.7216499,-73.84119,1.0,600.0,600.0,300.0,-3608322.104855257,12554.02970640714
2027,7,515000,3,1.0,882.0,14,40.6842823,-73.7278575,3.0,294.0,882.0,220.5,-2645616.30169148,22943.48353011784
2028,10,750000,2,3.0,1530.0,16,40.6132884,-74.128148,0.6666666666666666,765.0,510.0,306.0,-4606199.415521282,22469.58832779991
2029,2,1499999,2,2.0,901.0,11,40.7718553,-73.9799842,1.0,450.5,450.5,225.25,-2717687.3910197164,905.265016302761
2030,7,1525000,3,2.3738608579684373,2572.0,9,40.6349015,-73.9563944,1.2637640449438203,857.3333333333334,1083.4670411985019,478.61306200107543,-7729402.182073097,15814.73594654551
2033,12,1099999,4,2.0,1874.0,9,40.5975478,-73.9504503,2.0,468.5,937.0,312.3333333333333,-5626135.807219941,19995.7323232304
2034,11,498888,1,1.0,750.0,13,40.788818,-73.7867657,1.0,750.0,750.0,375.0,-2257256.217709457,15597.338210563763
2037,12,869000,3,2.0,2184.207862,9,40.6191897,-73.939392,1.5,728.0692873333334,1092.103931,436.8415724,-6559958.5708923265,17717.34164689737
2039,11,1299000,4,2.0,2080.0,9,40.6347105,-74.0342611,2.0,520.0,1040.0,346.6666666666667,-6257390.395110215,16653.54321183194
2043,2,299900,1,1.0,525.0,20,40.8808246,-73.9173093,1.0,525.0,525.0,262.5,-1586445.2921085553,12440.518168946079
2044,0,439999,1,2.0,1215.0,13,40.7564761,-73.7212008,0.5,1215.0,607.5,405.0,-3650608.875539229,21183.626813253522
2045,7,899000,4,2.0,1224.0,16,40.5985336,-74.127001,2.0,306.0,612.0,204.0,-3683563.789897259,23762.977379166547
2048,2,759000,3,2.0,2184.207862,13,40.5958861,-73.7436025,1.5,728.0692873333334,1092.103931,436.8415724,-6538834.436466836,27799.21128678463
2049,11,699000,3,2.0,1250.0,16,40.6165969,-74.1340662,1.5,416.6666666666667,625.0,250.0,-3763841.8542541433,22474.06433760159
2051,0,234900,1,1.0,753.0,13,40.7577991,-73.7159564,1.0,753.0,753.0,376.5,-2262388.606485916,21607.852560990126
2053,10,1500000,3,2.0,2000.0,9,40.7223911,-73.9355458,1.5,666.6666666666666,1000.0,400.0,-6021664.424519125,6746.68378847531
2056,10,1325000,5,2.0,2208.0,9,40.6697911,-73.9348558,2.5,441.6,1104.0,315.42857142857144,-6639268.629991327,12275.901137238267
2058,0,385000,2,2.0,2184.207862,13,40.7839472,-73.774951,1.0,1092.103931,1092.103931,546.0519655,-6571918.23667808,16553.90511915708
2060,0,670000,2,2.0,2184.207862,13,40.7843012,-73.7761962,1.0,1092.103931,1092.103931,546.0519655,-6572086.20432567,16451.124599171362
2061,7,975000,3,2.0,2184.207862,14,40.7187283,-73.7613065,1.5,728.0692873333334,1092.103931,436.8415724,-6560195.357537612,18828.541759410244
2062,7,799000,3,2.3738608579684373,2184.207862,16,40.552406,-74.1441129,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6567306.2000095695,28884.171662308407
2063,0,305000,2,1.0,600.0,13,40.7767119,-73.9077637,2.0,300.0,600.0,200.0,-1808229.352540907,5351.752119940043
2065,7,1980000,5,2.0,2652.0,9,40.6253464,-74.036404,2.5,530.4,1326.0,378.85714285714283,-7976565.089699836,17698.92423175416
2066,10,1299000,5,2.0,2184.207862,9,40.658549,-73.9981704,2.5,436.8415724,1092.103931,312.0296945714286,-6571534.975585835,13328.609356879293
2069,2,1995000,2,2.0,1562.0,11,40.7845327,-73.9789122,1.0,781.0,781.0,390.5,-4712859.158148335,1082.477352195607
2074,4,349000,3,2.0,1180.0,19,40.6195692,-74.1550985,1.5,393.3333333333333,590.0,236.0,-3554334.822963208,23349.847869104335
2079,12,1335000,3,2.0,2184.207862,9,40.689193,-73.9397249,1.5,728.0692873333334,1092.103931,436.8415724,-6571293.619971117,10085.389548216961
2080,7,849999,2,2.0,1365.0,16,40.562056,-74.1052535,1.0,682.5,682.5,341.25,-4103000.868823033,26402.95825755863
2081,0,136999,1,1.0,750.0,20,40.8533818,-73.8651554,1.0,750.0,750.0,375.0,-2263231.046454399,12351.989233547441
2082,2,699000,2,2.0,1320.0,13,40.5780382,-73.8366684,1.0,660.0,660.0,330.0,-3954914.239182631,24835.411751167227
2084,0,825000,1,1.0,750.0,11,40.7468058,-73.9797483,1.0,750.0,750.0,375.0,-2260828.827834735,3396.40495971013
2090,2,408000,1,1.0,787.0,9,40.5856282,-73.9879851,1.0,787.0,787.0,393.5,-2363242.048519627,21289.96973805661
2094,0,815000,1,1.0,630.0,11,40.7400376,-73.9876681,1.0,630.0,630.0,315.0,-1898984.0396081018,4300.379525527531
2096,0,280000,2,2.0,975.0,20,40.8651305,-73.9068012,1.0,487.5,487.5,243.75,-2944705.7989786677,11234.625111120831
2101,2,2225000,2,2.0,1420.0,11,40.744042,-73.9755798,1.0,710.0,710.0,355.0,-4279971.065090683,3646.420297135525
2103,7,594900,3,2.0,1224.0,9,40.63818,-73.9071525,1.5,408.0,612.0,244.8,-3676225.451896918,16322.290997484984
2105,11,1425000,4,3.0,2184.207862,14,40.7719037,-73.8044794,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6572607.1805241285,14059.180685061978
2108,0,575000,2,2.0,2184.207862,13,40.7287304,-73.8540818,1.0,1092.103931,1092.103931,546.0519655,-6570060.088032251,11222.68858162094
2110,12,1288000,3,2.0,2184.207862,9,40.6208518,-74.0133836,1.5,728.0692873333334,1092.103931,436.8415724,-6566791.857503432,17685.982788731882
2111,0,309000,1,2.0,1074.0,13,40.7577974,-73.7159601,0.5,1074.0,537.0,358.0,-3226833.179253053,21607.561075060068
2113,7,2700000,5,2.0,2690.0,9,40.5801404,-73.9494604,2.5,538.0,1345.0,384.2857142857143,-8072365.8160924865,21931.375574682217
2114,0,399000,3,2.0,2184.207862,11,40.8102659,-73.9382868,1.5,728.0692873333334,1092.103931,436.8415724,-6590718.670935814,4656.58635174006
2117,2,675000,2,2.0,904.0,14,40.7324713,-73.8670804,1.0,452.0,452.0,226.0,-2719945.0140966447,10062.559290530331
2119,10,999999,3,2.0,2184.207862,14,40.7392278,-73.8677036,1.5,728.0692873333334,1092.103931,436.8415724,-6572965.55944806,9669.904913071308
2120,2,164999,3,1.0,400.0,19,40.6449121,-74.0787385,3.0,133.33333333333334,400.0,100.0,-1204369.5259245543,17223.205272798066
2124,0,715000,3,1.0,983.0,11,40.7329326,-73.9858654,3.0,327.6666666666667,983.0,245.75,-2962429.0271231267,5015.9525304814
2130,7,949900,4,2.0,1680.0,16,40.6217558,-74.1413145,2.0,420.0,840.0,280.0,-5059740.625480798,22407.953814284298
2131,10,1199000,6,3.0,2184.207862,14,40.711017,-73.8723608,2.0,364.0346436666667,728.0692873333334,242.68976244444445,-6568828.085122861,11081.87864745134
2132,11,765000,4,2.0,2184.207862,14,40.7714061,-73.732929,2.0,546.0519655,1092.103931,364.0346436666667,-6566155.171328838,20082.800726513848
2136,12,849000,3,2.0,1296.0,14,40.7149915,-73.8775275,1.5,432.0,648.0,259.2,-3898268.0838477565,10463.185264273967
2137,10,999000,4,3.0,2184.207862,14,40.7148444,-73.9102315,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6572813.475385611,8588.100113331993
2140,0,560000,1,1.0,700.0,11,40.7467649,-73.976998,1.0,700.0,700.0,350.0,-2110026.341859639,3360.154247000589
2143,10,1599000,5,3.0,2424.0,9,40.6062747,-73.9157858,1.6666666666666667,484.8,808.0,303.0,-7275501.959735449,19517.711671955363
2144,0,255000,1,1.0,650.0,13,40.7291499,-73.84944,1.0,650.0,650.0,325.0,-1955086.1926641867,11546.789875061477
2145,0,995000,2,2.0,2184.207862,11,40.747844,-74.00189,1.0,1092.103931,1092.103931,546.0519655,-6586298.54393058,4111.776647803614
2149,0,569000,2,2.0,2184.207862,13,40.7337965,-73.8620837,1.0,1092.103931,1092.103931,546.0519655,-6571589.251803586,10363.136927195932
2154,11,758888,4,2.0,2184.207862,14,40.7479833,-73.8746835,2.0,546.0519655,1092.103931,364.0346436666667,-6574999.418514061,8741.977558001709
2155,7,619999,3,2.0,2184.207862,9,40.6603335,-73.9008479,1.5,728.0692873333334,1092.103931,436.8415724,-6563180.128080468,14234.92563454112
2156,2,198000,1,1.0,1000.0,16,40.6189484,-74.1071576,1.0,1000.0,1000.0,500.0,-3010154.8106250674,20946.019914775054
2157,7,485000,2,1.0,560.0,9,40.585215,-73.937245,2.0,280.0,560.0,186.66666666666666,-1680425.031506298,21482.53161163643
2158,7,859000,3,2.0,2184.207862,9,40.621997,-73.905326,1.5,728.0692873333334,1092.103931,436.8415724,-6557389.376966907,18076.93926704731
2160,0,725000,2,2.0,2184.207862,13,40.7512999,-73.88932,1.0,1092.103931,1092.103931,546.0519655,-6576837.362104526,7460.302637043857
2163,7,589000,2,2.0,1808.0,16,40.5383835,-74.1433088,1.0,904.0,904.0,452.0,-5434214.994056731,30208.70105513359
2166,0,259000,3,1.0,250.0,11,40.750236,-73.9707571,3.0,83.33333333333333,250.0,62.5,-753581.4522309189,2940.3774205059963
2167,0,900000,2,2.0,2184.207862,11,40.7819299,-73.9807097,1.0,1092.103931,1092.103931,546.0519655,-6589921.374867648,982.9735159279305
2169,2,1795000,3,2.0,1773.0,11,40.810446,-73.943187,1.5,591.0,886.5,354.6,-5350301.322352976,4439.555154418486
2172,2,699000,2,2.0,1519.0,11,40.8163359,-73.9434447,1.0,759.5,759.5,379.75,-4584494.6237705,4995.435302588102
2173,7,998000,3,2.0,2184.207862,14,40.7288044,-73.7772174,1.5,728.0692873333334,1092.103931,436.8415724,-6563234.154711156,17194.7945506085
2174,7,1100000,3,2.3738608579684373,2184.207862,9,40.6143817,-73.9525027,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6560345.137192519,18115.90538480747
2176,0,425000,3,2.0,1300.0,13,40.7379227,-73.8470718,1.5,433.3333333333333,650.0,260.0,-3910889.1933926744,11317.728114538564
2177,2,2750000,3,3.0,2782.0,9,40.6811053,-74.0098135,1.0,927.3333333333334,927.3333333333334,463.6666666666667,-8376048.427143129,11110.947811896996
2179,7,715000,3,2.0,2184.207862,14,40.6951138,-73.8648093,1.5,728.0692873333334,1092.103931,436.8415724,-6565590.835528234,12758.837094465654
2181,10,949000,6,3.0,2184.207862,14,40.7099626,-73.7608766,2.0,364.0346436666667,728.0692873333334,242.68976244444445,-6558744.889099625,19218.457220436794
2182,0,1600000,4,2.0,2350.0,11,40.7048255,-74.0118183,2.0,587.5,1175.0,391.6666666666667,-7079699.649772136,8687.432298590056
2185,0,250000,1,2.0,740.0,11,40.9127295,-73.9022248,0.5,740.0,370.0,246.66666666666666,-2237420.8821910378,16206.533178542912
2186,11,1188000,3,2.3738608579684373,2184.207862,14,40.7199051,-73.7781913,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6561886.698369423,17450.923257104656
2188,4,725000,3,2.3738608579684373,1498.0,16,40.5887531,-74.1613951,1.2637640449438203,499.3333333333333,631.0395131086143,278.75675228522977,-4509157.5957876425,26334.89926040685
2189,0,309000,1,1.0,850.0,13,40.7291499,-73.84944,1.0,850.0,850.0,425.0,-2556651.175022398,11546.789875061477
2190,7,914999,4,2.0,2184.207862,14,40.790645,-73.846559,2.0,546.0519655,1092.103931,364.0346436666667,-6579377.451501351,10618.523184071022
2192,7,1750000,4,3.0,3225.0,9,40.633166,-74.0303565,1.3333333333333333,806.25,1075.0,460.7142857142857,-9701083.041169366,16715.521494162367
2194,10,850000,5,3.0,2184.207862,9,40.6742588,-73.8767881,1.6666666666666667,436.8415724,728.0692873333334,273.02598275,-6563290.380221428,13897.917448925466
2199,7,750000,3,2.0,2184.207862,14,40.6743844,-73.8184378,1.5,728.0692873333334,1092.103931,436.8415724,-6558126.730219567,17185.808054604517
2201,0,529000,2,2.0,1200.0,13,40.7438826,-73.8873872,1.0,600.0,600.0,300.0,-3612550.8356370516,7954.322484366146
2202,7,1328888,3,2.0,1440.0,9,40.6094603,-73.9831636,1.5,480.0,720.0,288.0,-4326359.536918951,18620.325540835092
2203,12,478888,2,2.0,1159.0,16,40.5872305,-74.1641299,1.0,579.5,579.5,289.75,-3488725.1800614772,26609.818998838648
2204,2,1350000,1,1.0,850.0,11,40.7711516,-73.9646688,1.0,850.0,850.0,425.0,-2563281.0159853017,831.34121915754
2205,0,2250000,2,2.0,2184.207862,11,40.7373809,-74.0040989,1.0,1092.103931,1092.103931,546.0519655,-6584803.880935602,5168.5578193947285
2206,7,728000,2,1.0,1440.0,14,40.7731565,-73.8027586,2.0,720.0,1440.0,480.0,-4333206.85420251,14199.325382594832
2209,2,2750000,2,2.0,1892.0,11,40.7345957,-73.9855511,1.0,946.0,946.0,473.0,-5702055.700136759,4830.194462372043
2210,2,2095000,2,2.0,1600.0,11,40.7603031,-73.9610497,1.0,800.0,800.0,400.0,-4823479.685385862,2015.6205292515076
2211,0,199900,3,1.0,550.0,13,40.7291499,-73.84944,3.0,183.33333333333334,550.0,137.5,-1654303.701485081,11546.789875061477
2212,0,2500000,3,3.0,2184.207862,11,40.7821377,-73.9824061,1.0,728.0692873333334,728.0692873333334,364.0346436666667,-6590106.062769185,1113.5541919057398
2214,7,2300000,3,2.0,2800.0,14,40.7903373,-73.8420291,1.5,933.3333333333334,1400.0,560.0,-8433715.566935163,10991.199743124569
2215,7,735000,3,2.0,2184.207862,14,40.6787631,-73.8121482,1.5,728.0692873333334,1092.103931,436.8415724,-6558273.892633522,17275.37722246405
2216,0,399990,2,1.0,1000.0,13,40.7213566,-73.8414009,2.0,500.0,1000.0,333.3333333333333,-3006922.017892461,12554.487960878529
2217,10,850000,3,3.0,2646.0,9,40.5786954,-73.9626508,1.0,882.0,882.0,441.0,-7941460.644631723,22026.576448342614
2218,0,215000,3,1.0,625.0,15,40.7318415,-73.8574816,3.0,208.33333333333334,625.0,156.25,-1880219.521325229,10807.462308533128
2220,0,130000,1,1.0,720.0,20,40.8527259,-73.8670374,1.0,720.0,720.0,360.0,-2172722.279002019,12187.232426877803
2222,0,1195000,3,2.0,2184.207862,11,40.7992102,-73.9695499,1.5,728.0692873333334,1092.103931,436.8415724,-6591719.191623145,2510.121318998391
2224,4,299998,2,1.0,1200.0,19,40.608288,-74.07426,2.0,600.0,1200.0,400.0,-3609634.660160256,20637.481317779468
2227,11,859000,3,2.0,2184.207862,14,40.7339078,-73.845842,1.5,728.0692873333334,1092.103931,436.8415724,-6570162.162333489,11589.795281004872
2228,10,928888,4,2.0,1480.0,14,40.787297,-73.848086,2.0,370.0,740.0,246.66666666666666,-4457854.448514042,10442.992528187704
2229,2,780000,2,2.0,955.0,13,40.7565584,-73.8317042,1.0,477.5,477.5,238.75,-2873715.4866188783,11968.914865236731
2230,7,1190000,3,2.0,1360.0,9,40.6214197,-74.0328467,1.5,453.3333333333333,680.0,272.0,-4089954.298845585,18026.034785798292
2231,0,1400000,2,2.0,2184.207862,11,40.7776749,-73.9829506,1.0,1092.103931,1092.103931,546.0519655,-6589433.40267521,985.5257535026373
2232,0,599000,2,1.0,1100.0,11,40.7487581,-73.9782786,2.0,550.0,1100.0,366.6666666666667,-3315975.2772583873,3159.1498308905225
2233,2,639999,3,2.0,1180.0,20,40.8874214,-73.9034179,1.5,393.3333333333333,590.0,236.0,-3565629.8248815713,13574.977382856565
2236,7,749000,3,2.0,1600.0,16,40.544867,-74.159159,1.5,533.3333333333334,800.0,320.0,-4810837.181578965,30256.217646455727
2238,11,599000,2,3.0,2184.207862,11,40.768983,-73.987526,0.6666666666666666,1092.103931,728.0692873333334,436.8415724,-6588436.272462816,1610.5513060602696
2239,0,2700000,2,2.0,2184.207862,11,40.7340159,-73.9946266,1.0,1092.103931,1092.103931,546.0519655,-6583417.195922791,5133.727631888681
2244,2,1999999,3,2.0,1865.0,9,40.7213959,-73.9430921,1.5,621.6666666666666,932.5,373.0,-5615637.954739499,6590.8024537265765
2245,2,1150000,2,2.0,1850.0,13,40.7878758,-73.786717,1.0,925.0,925.0,462.5,-5567766.380068635,15592.815917274595
2247,7,1390000,5,2.0,2184.207862,14,40.7358829,-73.8988063,2.5,436.8415724,1092.103931,312.0296945714286,-6575193.267695263,7607.973175563309
2248,7,938000,3,2.0,1836.0,14,40.772306,-73.8896045,1.5,612.0,918.0,367.2,-5531224.601143506,6898.183834160214
2250,0,425000,3,2.0,1150.0,20,40.8952914,-73.9089308,1.5,383.3333333333333,575.0,230.0,-3475906.3514477,14195.449856381856
2252,10,1249000,5,2.0,2184.207862,9,40.6756643,-73.8687143,2.5,436.8415724,1092.103931,312.0296945714286,-6562799.865338754,14174.555265603727
2253,0,799000,2,2.0,1000.0,11,40.7490288,-73.9719957,1.0,500.0,500.0,250.0,-3014286.9831727757,3074.7534976565407
2257,2,1200000,2,2.0,1200.0,11,40.7069134,-74.0085778,1.0,600.0,600.0,300.0,-3615192.920834115,8368.211363853536
2259,2,1150000,2,2.0,2184.207862,11,40.7081041,-74.0074731,1.0,1092.103931,1092.103931,546.0519655,-6580371.586047964,8210.64089114278
2262,7,769000,3,2.0,2184.207862,14,40.7061049,-73.8263931,1.5,728.0692873333334,1092.103931,436.8415724,-6563948.489531327,14514.13009995883
2266,2,1250000,2,2.0,1257.0,13,40.7561213,-73.8368085,1.0,628.5,628.5,314.25,-3782692.518004005,11556.45445007217
2267,0,220000,1,1.0,750.0,14,40.7554479,-73.7319604,1.0,750.0,750.0,375.0,-2253734.3029852975,20295.9626935309
2271,4,699000,3,2.0,1312.0,16,40.5513508,-74.1356934,1.5,437.3333333333333,656.0,262.4,-3944268.8929424137,28635.09909353698
2273,7,649000,3,3.0,1456.0,16,40.5972983,-74.1347274,1.0,485.3333333333333,485.3333333333333,242.66666666666666,-4382078.999694007,24241.911088817153
2274,2,1175000,1,2.0,1070.0,11,40.7622732,-73.9767193,0.5,1070.0,535.0,356.6666666666667,-3226541.389524555,1664.7903620139266
2275,7,995000,2,2.0,800.0,9,40.603454,-73.9756682,1.0,400.0,400.0,200.0,-2402934.11270237,19264.894588891322
2280,2,1338000,3,2.0,2082.0,19,40.6403656,-74.0737574,1.5,694.0,1041.0,416.4,-6267620.699935751,17443.834551424712
2283,7,660000,3,2.0,2184.207862,9,40.6574259,-73.8808077,1.5,728.0692873333334,1092.103931,436.8415724,-6560931.143052598,15297.708190754127
2289,0,600000,1,1.0,715.0,11,40.8043692,-73.964408,1.0,715.0,715.0,357.5,-2157920.773359375,3133.8560587023762
2290,2,1950000,2,2.0,1000.0,11,40.7805098,-73.9523992,1.0,500.0,500.0,250.0,-3015816.540309112,1649.2835085371419
2291,0,2000000,3,2.0,1800.0,11,40.7737882,-73.9551436,1.5,600.0,900.0,360.0,-5427776.450604573,1399.5594526966786
2292,10,1250828,7,2.0,2184.207862,14,40.7063804,-73.9009749,3.5,312.0296945714286,1092.103931,242.68976244444445,-6570624.071554718,9809.260418103788
2293,7,1149000,4,3.0,1800.0,9,40.6644629,-73.951745,1.3333333333333333,450.0,600.0,257.14285714285717,-5412974.383696969,12586.1192577468
2294,0,329999,2,1.0,950.0,20,40.8214206,-73.8759785,2.0,475.0,950.0,316.6666666666667,-2864936.2710558046,9442.593554671583
2295,0,390000,2,1.0,1100.0,14,40.7155654,-73.8311146,2.0,550.0,1100.0,366.6666666666667,-3306683.132556315,13626.50145478402
2298,10,1188888,4,2.0,2184.207862,14,40.7427492,-73.8333091,2.0,546.0519655,1092.103931,364.0346436666667,-6570472.922311233,12220.90280888532
2300,0,567000,3,2.0,2184.207862,13,40.7318958,-73.8599645,1.5,728.0692873333334,1092.103931,436.8415724,-6571094.072887251,10619.50562709764
2303,7,985000,3,2.0,2184.207862,14,40.7181351,-73.7934614,1.5,728.0692873333334,1092.103931,436.8415724,-6562959.543257697,16335.955910770192
2304,0,839000,3,2.0,1120.0,11,40.8501059,-73.9387857,1.5,373.3333333333333,560.0,224.0,-3382856.0930778948,8611.89871793112
2305,0,995000,3,2.0,2184.207862,11,40.7540096,-73.9637466,1.5,728.0692873333334,1092.103931,436.8415724,-6583899.78037625,2599.8607682466495
2307,0,379000,2,1.0,900.0,13,40.7282764,-73.8208847,2.0,450.0,900.0,300.0,-2705937.656538718,13767.365247124075
2310,10,1245000,5,2.0,1800.0,14,40.7085881,-73.8934355,2.5,360.0,900.0,257.14285714285717,-5414575.37231415,10018.733689933544
2312,10,365000,4,3.0,1600.0,16,40.6352888,-74.090616,1.3333333333333333,400.0,533.3333333333334,228.57142857142858,-4817109.725647841,18662.38682941993
2313,2,950000,2,2.0,1025.0,14,40.7669131,-73.9342893,1.0,512.5,512.5,256.25,-3089424.5656784438,3301.985051955494
2315,2,209000,1,1.0,658.0,20,40.8391003,-73.8566691,1.0,658.0,658.0,329.0,-1984685.8655168177,11886.7654465903
2318,0,429000,2,1.0,850.0,9,40.617623,-74.038637,2.0,425.0,850.0,283.3333333333333,-2556182.428334873,18574.080440366863
2320,7,699000,3,3.0,2835.0,9,40.6324811,-73.9306778,1.0,945.0,945.0,472.5,-8516302.771966984,16395.68282436968
2322,7,1190000,4,2.0,1500.0,9,40.5935138,-73.9556712,2.0,375.0,750.0,250.0,-4503180.839168194,20409.411248805292
2325,4,339000,1,1.0,693.0,19,40.5475295,-74.1568654,1.0,693.0,693.0,346.5,-2083766.2373917825,29902.527416212855
2326,7,649000,3,2.0,1257.0,9,40.6499215,-73.9453734,1.5,419.0,628.5,251.4,-3778383.145365722,14263.117894633713
2339,0,650000,2,1.0,1060.0,11,40.8511616,-73.9408472,2.0,530.0,1060.0,353.3333333333333,-3201803.667676593,8670.379468660027
2340,7,2599000,4,3.0,3510.0,9,40.6063914,-73.9020181,1.3333333333333333,877.5,1170.0,501.42857142857144,-10533138.895486882,19815.82416935168
2341,12,1195000,4,2.0,2625.0,9,40.685396,-73.959061,2.0,656.25,1312.5,437.5,-7898765.922004534,10202.30860061258
2342,7,1288000,3,2.0,1188.0,9,40.6229377,-74.0298947,1.5,396.0,594.0,237.6,-3572686.4187987647,17793.77001895183
2344,10,1275000,5,3.0,1920.0,9,40.6512263,-74.0131317,1.6666666666666667,384.0,640.0,240.0,-5776751.166544136,14387.599302165614
2352,0,299000,1,1.0,850.0,13,40.7313319,-73.8284665,1.0,850.0,850.0,425.0,-2556062.006777602,13046.619709267232
2355,0,449000,1,2.0,1213.0,13,40.7564761,-73.7212008,0.5,1213.0,606.5,404.3333333333333,-3644599.6428222917,21183.626813253522
2362,7,749000,3,2.0,2184.207862,14,40.7602045,-73.8739584,1.5,728.0692873333334,1092.103931,436.8415724,-6576906.848050248,8401.36939019375
2363,10,949000,4,2.0,1600.0,9,40.6452346,-73.9569371,2.0,400.0,800.0,266.6666666666667,-4809595.29396311,14665.814066534609
2372,7,2199000,3,3.0,3454.0,9,40.5782802,-73.9442713,1.0,1151.3333333333333,1151.3333333333333,575.6666666666666,-10363835.317426939,22178.224943445683
2375,7,1449999,3,2.3738608579684373,1890.0,9,40.6783124,-73.928113,1.2637640449438203,630.0,796.1713483146068,351.7024444720189,-5683741.955179788,11527.628405851467
2377,0,525000,3,1.0,322.0,11,40.7836703,-73.9709274,3.0,107.33333333333333,322.0,80.5,-971411.5045871211,778.4364553934281
2379,7,1299000,3,2.0,1700.0,9,40.622512,-74.038316,1.5,566.6666666666666,850.0,340.0,-5112958.046288647,18048.656918370212
2382,10,899999,4,2.0,2194.0,16,40.6172199,-74.1320669,2.0,548.5,1097.0,365.6666666666667,-6606218.387643873,22316.446713242378
2383,7,925000,2,2.0,1077.0,9,40.6764806,-73.9446731,1.0,538.5,538.5,269.25,-3239410.358509055,11365.264251011278
2385,2,1795000,2,2.0,2184.207862,11,40.7954592,-73.9753123,1.0,1092.103931,1092.103931,546.0519655,-6591626.624833711,2115.4561055483455
2386,11,1250000,2,2.0,2184.207862,11,40.7385938,-73.9863188,1.0,1092.103931,1092.103931,546.0519655,-6583417.833518272,4418.952670775321
2388,7,999000,3,2.0,1260.0,14,40.5792491,-73.8470867,1.5,420.0,630.0,252.0,-3775790.7514008326,24324.580203258538
2389,10,1188000,6,2.0,2186.0,14,40.7021006,-73.7671144,3.0,364.3333333333333,1093.0,273.25,-6563413.653659192,19098.720181289606
2390,7,948888,3,1.0,950.0,9,40.5786958,-73.938485,3.0,316.6666666666667,950.0,237.5,-2850310.9261914697,22187.85721002716
2397,2,1700000,2,2.0,1135.0,11,40.7315509,-74.0013914,1.0,567.5,567.5,283.75,-3421107.284944712,5620.7375785811655
2399,0,295000,2,1.0,613.0,11,40.8233518,-73.9515728,2.0,306.5,613.0,204.33333333333334,-1850617.0074901364,5449.8123410623175
2400,0,625000,1,1.0,650.0,11,40.7395218,-73.9802307,1.0,650.0,650.0,325.0,-1959047.4938915914,4198.961910840135
2401,2,399000,3,1.0,391.0,14,40.7668236,-73.9239725,3.0,130.33333333333334,391.0,97.75,-1178335.408767032,4134.97701048311
2404,0,149999,1,1.0,694.0,20,40.9049984,-73.9065719,1.0,694.0,694.0,347.0,-2098064.8544913754,15273.069107135918
2405,2,650000,3,1.0,550.0,11,40.7935585,-73.9656011,3.0,183.33333333333334,550.0,137.5,-1659526.041503283,1938.0339773676799
2406,10,1990000,5,2.3738608579684373,2184.207862,14,40.7398861,-73.8305343,2.1062734082397006,436.8415724,920.107787559738,296.2095304035569,-6569764.284064888,12543.834842032576
2409,0,399000,2,1.0,1090.0,13,40.7455899,-73.8778899,2.0,545.0,1090.0,363.3333333333333,-3281116.042951599,8594.795241162105
2412,0,299000,3,1.0,394.0,11,40.7571764,-73.9656764,3.0,131.33333333333334,394.0,98.5,-1187765.0555085663,2219.7542174335617
2413,2,239500,1,1.0,864.0,19,40.6414367,-74.0802253,1.0,864.0,864.0,432.0,-2601267.9441854586,17618.215019405186
2414,0,235000,1,1.0,850.0,17,40.8858375,-73.9088586,1.0,850.0,850.0,425.0,-2568551.745150566,13226.998039252347
2416,7,629000,3,3.0,1280.0,16,40.6086959,-74.0859469,1.0,426.6666666666667,426.6666666666667,213.33333333333334,-3850923.120800829,21030.509642204106
