,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,SUBLOCALITY,LATITUDE,LONGITUDE,BEDS_BATH_RATIO,SQFT_BEDS_RATIO,SQFT_BATH_RATIO,SQFT For TotalRooms,LOCATION_SIZE,Distance_to_center
416,8,199000,3,2.3738608579684373,2184.207862,11,40.6511537,-73.8284146,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6555266.978421613,18435.8937591793
418,8,2200000,3,2.3738608579684373,2184.207862,14,40.7185125,-73.834819,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6566698.622307444,13192.991353574016
419,8,650000,3,2.3738608579684373,2184.207862,14,40.759972,-73.9173868,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6580735.687270116,4907.128746829809
420,8,149000,3,2.3738608579684373,2184.207862,16,40.5742632,-74.086609,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6565749.7429465875,24517.400575587846
421,7,215000,4,2.0,2000.0,9,40.6694978,-73.8897534,2.0,500.0,1000.0,333.3333333333333,-6010118.326687686,13757.917006710259
422,8,799999,3,2.3738608579684373,2184.207862,9,40.6789582,-73.9203193,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6567916.489757013,11684.776874008106
423,7,299000,5,2.0,2184.207862,14,40.593404,-73.775651,2.5,436.8415724,1092.103931,312.0296945714286,-6541276.203307383,26220.420572384806
424,8,265000,3,2.3738608579684373,2184.207862,9,40.6743408,-73.9056237,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6565865.401664878,12654.434959656808
427,8,549000,3,2.3738608579684373,2184.207862,9,40.699454,-73.924234,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6571573.688594068,9458.856827543832
431,8,299000,3,2.3738608579684373,2184.207862,9,40.6415965,-73.9105958,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6561021.016835429,15868.326847305396
433,10,898000,6,3.0,2100.0,16,40.5586967,-74.1351001,2.0,350.0,700.0,233.33333333333334,-6314328.383538084,27898.007570230977
434,0,275000,2,1.0,900.0,20,40.8554764,-73.8287193,2.0,450.0,900.0,300.0,-2714676.749103037,14858.899988831967
435,7,599000,4,2.0,1682.0,14,40.6747343,-73.8239749,2.0,420.5,841.0,280.3333333333333,-5050660.088694034,16812.57480801617
436,2,189000,1,1.0,730.0,19,40.6109595,-74.060351,1.0,730.0,730.0,365.0,-2195593.1979622524,19896.932549503654
437,10,678990,3,3.0,1575.0,16,40.6012318,-74.1300175,1.0,525.0,525.0,262.5,-4740387.787572501,23656.23639740147
438,7,800000,3,2.0,1824.0,9,40.608799,-73.9128174,1.5,608.0,912.0,364.8,-5474755.599464231,19307.72781409214
439,2,549000,3,2.0,1092.0,16,40.6221107,-74.1499982,1.5,364.0,546.0,218.4,-3289245.343331439,22853.328573129707
440,7,849000,3,2.0,2000.0,16,40.5528489,-74.1699382,1.5,666.6666666666666,1000.0,400.0,-6015604.593493877,30001.27834490883
441,11,675000,3,2.3738608579684373,2184.207862,9,40.6428139,-73.9451438,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6564284.456423009,15047.4318806501
442,7,130000,3,2.3738608579684373,664.0,16,40.6330671,-74.1659477,1.2637640449438203,221.33333333333334,279.7131086142322,123.56107043884684,-2001023.7131409827,22894.338229114524
443,7,759999,4,2.0,2184.207862,14,40.7083753,-73.787158,2.0,546.0519655,1092.103931,364.0346436666667,-6560825.985871089,17274.23289579699
445,10,799900,5,2.0,1750.0,9,40.5956263,-73.933927,2.5,350.0,875.0,250.0,-5252439.62492109,20377.218916240225
448,7,999500,3,2.0,1144.0,14,40.784332,-73.8045713,1.5,381.3333333333333,572.0,228.8,-3443520.2390353014,14065.895896832468
449,4,589000,3,2.0,2310.0,16,40.6426635,-74.1108512,1.5,770.0,1155.0,462.0,-6957864.114016595,18983.435647697086
450,2,329000,2,1.0,850.0,16,40.6316141,-74.0858954,2.0,425.0,850.0,283.3333333333333,-2558695.0853239005,18800.54194904503
451,7,799000,3,2.0,1881.0,9,40.6402886,-73.9463493,1.5,627.0,940.5,376.2,-5652783.036737075,15310.959172240504
452,7,1188000,4,2.0,1580.0,9,40.6198659,-74.0087151,2.0,395.0,790.0,263.3333333333333,-4749834.050813423,17719.167460849025
454,4,614900,3,2.0,1495.0,16,40.6142391,-74.0884134,1.5,498.3333333333333,747.5,299.0,-4498521.5818690285,20583.748776555407
456,10,950000,6,2.0,2184.207862,14,40.7608129,-73.8669195,3.0,364.0346436666667,1092.103931,273.02598275,-6576378.343203358,8967.223809534204
458,8,348000,3,2.3738608579684373,2184.207862,16,40.575138,-74.090531,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6566238.888995017,24561.618407715312
461,2,2295000,2,2.0,1242.0,11,40.7241501,-74.0080814,1.0,621.0,621.0,310.5,-3743283.9397089,6610.716801710943
463,0,49500,3,2.3738608579684373,800.0,20,40.8432844,-73.7846028,1.2637640449438203,266.6666666666667,337.00374531835206,148.86875956487572,-2410884.413201149,17372.404356452083
464,7,460000,3,3.0,2256.0,9,40.641648,-73.9064568,1.0,752.0,752.0,376.0,-6776302.536146971,15978.88850430709
466,7,1230250,3,2.0,1590.0,14,40.7120962,-73.8518076,1.5,530.0,795.0,318.0,-4780592.413932595,12366.791296072808
467,7,799999,3,2.0,1344.0,9,40.6099147,-73.9287144,1.5,448.0,672.0,268.8,-4035008.927933305,18887.736458094943
470,2,749000,2,2.0,1300.0,13,40.7874921,-73.7858086,1.0,650.0,650.0,325.0,-3912399.5109739956,15665.76852976649
471,7,265000,2,1.0,660.0,16,40.5849224,-74.0968781,2.0,330.0,660.0,220.0,-1984762.5915287014,23806.003244442407
472,7,575000,2,1.0,900.0,14,40.5809134,-73.8302012,2.0,450.0,900.0,300.0,-2696487.3010815987,24808.33985935479
474,7,875000,2,2.0,1214.0,14,40.7565472,-73.7339718,1.0,607.0,607.0,303.5,-3648242.511718945,20113.594784940546
475,7,599999,3,2.0,1360.0,16,40.613911,-74.133028,1.5,453.3333333333333,680.0,272.0,-4094731.793839411,22658.737967629368
476,10,1150000,5,3.0,2184.207862,14,40.6542535,-73.8350556,1.6666666666666667,436.8415724,728.0692873333334,273.02598275,-6556356.544777204,17810.196887005848
477,11,1188000,4,2.3738608579684373,3840.0,16,40.5929709,-74.0937822,1.6850187265917604,960.0,1617.61797752809,602.460594225136,-11549517.099707667,22888.635157885936
478,6,579900,3,2.3738608579684373,2640.0,16,40.6422293,-74.0830445,1.2637640449438203,880.0,1112.112359550562,491.2669065640899,-7948776.215981313,17668.519815297772
479,10,1295000,4,3.0,2440.0,14,40.78403,-73.80579,1.3333333333333333,610.0,813.3333333333334,348.57142857142856,-7344638.030622228,13961.496992563007
480,7,250000,3,1.0,1376.0,9,40.6212165,-73.9324344,3.0,458.6666666666667,1376.0,344.0,-4132438.1836090004,17594.406304322
484,7,950000,3,2.0,1748.0,14,40.7188985,-73.8587988,1.5,582.6666666666666,874.0,349.6,-5257020.7325576255,11450.955093278733
486,11,184888,3,1.0,500.0,13,40.7343409,-73.859014,3.0,166.66666666666666,500.0,125.0,-1504299.1274069364,10566.233373129735
487,2,399000,3,1.0,500.0,11,40.8374911,-73.9456039,3.0,166.66666666666666,500.0,125.0,-1509876.4705751876,7100.287942105979
488,0,209000,1,1.0,1078.0,20,40.8915963,-73.8989828,1.0,1078.0,1078.0,539.0,-3257551.4666260267,14153.76796085062
489,0,280000,3,2.0,1100.0,20,40.8409736,-73.8456248,1.5,366.6666666666667,550.0,220.0,-3317519.9342255355,12768.33413878463
490,7,625000,3,2.0,2184.207862,14,40.6765364,-73.8351774,1.5,728.0692873333334,1092.103931,436.8415724,-6559960.954214533,15987.642907307454
496,12,695000,3,2.3738608579684373,1793.0,16,40.5763909,-74.1631382,1.2637640449438203,597.6666666666666,755.3096441947566,333.6521073747777,-5395625.567351243,27525.371809084787
499,10,998000,5,3.0,1738.0,14,40.6898026,-73.836542,1.6666666666666667,347.6,579.3333333333334,217.25,-5221637.325807806,14909.00931223977
500,10,899000,7,3.0,1980.0,16,40.6275175,-74.1233766,2.3333333333333335,282.85714285714283,660.0,198.0,-5962668.58435167,20961.509856449047
504,7,520000,4,2.0,1701.0,9,40.6781418,-73.9250576,2.0,425.25,850.5,283.5,-5115134.892539771,11629.390197786224
508,0,270000,2,2.0,900.0,13,40.7562792,-73.8758052,1.0,450.0,450.0,225.0,-2709812.648570411,8357.62859176224
509,0,375000,2,2.0,1200.0,20,40.8876529,-73.909649,1.0,600.0,600.0,300.0,-3626390.489127399,13386.54108897347
511,10,849000,4,3.0,2184.207862,9,40.6895034,-73.8684501,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6565009.249160927,13003.365207992205
514,7,899000,4,2.3738608579684373,2184.207862,14,40.7646585,-73.780903,1.6850187265917604,546.0519655,920.107787559738,342.6820745968057,-6569340.015955994,16090.906757116052
515,7,699000,3,2.0,2350.0,9,40.6095856,-73.9253159,1.5,783.3333333333334,1175.0,470.0,-7054879.643513015,18980.139491342754
517,7,739000,3,1.0,1148.0,14,40.7386816,-73.7202723,3.0,382.6666666666667,1148.0,287.0,-3447750.17239786,21563.15733660908
519,0,300000,2,1.0,900.0,19,40.6479387,-74.0852701,2.0,450.0,900.0,300.0,-2710272.1658379682,17238.274907252733
521,7,789000,5,3.0,1273.0,14,40.7084501,-73.7316272,1.6666666666666667,254.6,424.3333333333333,159.125,-3820909.8394620027,21571.45189413645
526,12,1499999,4,2.0,2264.0,9,40.6087059,-73.9290715,2.0,566.0,1132.0,377.3333333333333,-6796899.119416087,19014.05582824706
527,10,1488000,6,2.0,2184.207862,9,40.624169,-74.010925,3.0,364.0346436666667,1092.103931,273.02598275,-6567109.962509523,17283.52706064856
528,8,285000,3,2.3738608579684373,2184.207862,14,40.5607533,-73.9207539,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6548869.943291799,24385.350686883605
529,10,699000,3,3.0,2184.207862,14,40.6793322,-73.8130504,1.0,728.0692873333334,728.0692873333334,364.0346436666667,-6558445.805927116,17176.42546992688
530,7,924900,3,2.0,1404.0,9,40.6094348,-73.9777343,1.5,468.0,702.0,280.8,-4217888.344701434,18604.23192340803
533,11,309000,3,2.0,2184.207862,13,40.6674344,-73.8479327,1.5,728.0692873333334,1092.103931,436.8415724,-6559626.066094835,15989.881424065887
535,7,999000,4,2.0,2184.207862,14,40.7365353,-73.7913358,2.0,546.0519655,1092.103931,364.0346436666667,-6565736.162610978,15803.388123650664
536,2,699000,2,2.0,833.0,13,40.7873388,-73.7794685,1.0,416.5,416.5,208.25,-2506720.392435125,16196.8220931635
538,0,738000,3,2.0,2184.207862,11,40.7595774,-73.964779,1.5,728.0692873333334,1092.103931,436.8415724,-6584891.182574566,1979.49009672584
542,2,758000,3,2.0,1278.0,14,40.7928823,-73.8449212,1.5,426.0,639.0,255.6,-3849779.6947164712,10793.513107766124
544,7,314900,3,3.0,1200.0,9,40.6744942,-73.8883757,1.0,400.0,400.0,200.0,-3606446.7706284844,13339.886213152393
546,7,1298000,3,2.0,2046.0,14,40.7239521,-73.8747783,1.5,682.0,1023.0,409.2,-6155335.620687456,10025.33859093068
548,2,434900,3,2.0,1286.0,19,40.6085756,-74.1610387,1.5,428.6666666666667,643.0,257.2,-3872884.3525577905,24601.427094185874
549,0,375000,2,2.0,1350.0,20,40.8938465,-73.9091368,1.0,675.0,675.0,337.5,-4080279.008583047,14039.850642827105
552,0,549000,2,2.0,1200.0,13,40.724514,-73.8458441,1.0,600.0,600.0,300.0,-3608803.3342707204,12056.588712292261
553,7,549000,3,1.0,1400.0,16,40.6368544,-74.1124571,3.0,466.6666666666667,1400.0,350.0,-4216375.979758524,19576.863937955353
554,7,950000,3,2.0,1520.0,14,40.7157274,-73.8563447,1.5,506.6666666666667,760.0,304.0,-4570814.492299764,11821.415459542888
559,10,1399000,6,2.0,2184.207862,14,40.721725,-73.8839773,3.0,364.0346436666667,1092.103931,273.02598275,-6571589.074915677,9564.050385020972
560,7,399000,3,2.3738608579684373,1350.0,14,40.6798316,-73.82277,1.2637640449438203,450.0,568.6938202247192,251.21603176572776,-4054182.0999914682,16512.23791330375
562,11,999000,5,2.0,2184.207862,14,40.7227469,-73.8941061,2.5,436.8415724,1092.103931,312.0296945714286,-6572654.912862977,8846.866500816503
563,2,575000,2,2.0,2184.207862,13,40.7373082,-73.878333,1.0,1092.103931,1092.103931,546.0519655,-6573601.637253637,8972.541713980067
565,12,2200000,6,3.0,2385.0,9,40.6621056,-73.9857576,2.0,397.5,795.0,265.0,-7175073.801898877,12797.612036858089
566,10,898888,5,2.0,1550.0,14,40.7282381,-73.7158123,2.5,310.0,775.0,221.42857142857142,-4653588.490388428,22186.278102704015
568,10,1188000,3,2.0,2240.0,9,40.6085532,-73.998257,1.5,746.6666666666666,1120.0,448.0,-6731115.229645571,18831.834692585762
569,10,869999,5,3.0,2080.0,16,40.6005525,-74.1314512,1.6666666666666667,416.0,693.3333333333334,260.0,-6260337.982801319,23787.007580469275
571,7,210000,3,2.3738608579684373,1840.0,9,40.664748,-73.884184,1.2637640449438203,613.3333333333334,775.1086142322098,342.39814699921413,-5528246.371323964,14450.758042258922
572,10,799000,6,2.0,2184.207862,9,40.6672674,-73.8686224,3.0,364.0346436666667,1092.103931,273.02598275,-6561436.907556426,14930.09268245901
573,0,298000,3,2.0,1100.0,20,40.8363242,-73.8654755,1.5,366.6666666666667,550.0,220.0,-3318033.9551756727,11106.467703000706
575,11,1075000,2,2.0,955.0,11,40.8061576,-73.9550949,1.0,477.5,477.5,238.75,-2882021.2112108003,3551.416493854851
578,2,550000,2,2.0,2184.207862,13,40.7135475,-73.895855,1.0,1092.103931,1092.103931,546.0519655,-6571325.653066946,9470.610565473153
580,6,249900,2,2.0,800.0,16,40.6189484,-74.1071576,1.0,400.0,400.0,200.0,-2408123.848500054,20946.019914775054
584,11,1600000,2,2.0,1100.0,11,40.7448219,-73.9944632,1.0,550.0,550.0,275.0,-3316380.347137114,4042.888361399605
586,4,275000,2,1.0,900.0,19,40.5735927,-74.1200228,2.0,450.0,900.0,300.0,-2706584.0544017223,25830.191594393273
588,7,930000,3,2.0,2184.207862,14,40.7555333,-73.9016851,1.5,728.0692873333334,1092.103931,436.8415724,-6578621.312329605,6318.201361703939
589,2,379000,1,2.0,704.0,20,40.845063,-73.783581,0.5,704.0,352.0,234.66666666666666,-2121641.2900746646,17534.896567552
590,7,1150000,3,2.3738608579684373,1376.0,9,40.6149237,-73.9789281,1.2637640449438203,458.6666666666667,579.6464419475656,256.0542664515862,-4134396.3637804575,17997.465257448563
591,0,568888,3,2.0,1100.0,14,40.7322223,-73.8588845,1.5,366.6666666666667,550.0,220.0,-3309280.152512427,10683.073888094432
592,7,1200000,4,3.0,2052.0,16,40.59194,-74.1087406,1.3333333333333333,513.0,684.0,293.14285714285717,-6172862.416520888,23584.459062636975
593,6,899900,3,3.0,2550.0,16,40.5499354,-74.1709931,1.0,850.0,850.0,425.0,-7669453.895835058,30320.110084141266
594,2,799999,3,2.0,1200.0,13,40.7859137,-73.7868778,1.5,400.0,600.0,240.0,-3611358.276171895,15563.628614444722
596,6,750000,4,3.0,3098.0,16,40.5758238,-74.1227343,1.3333333333333333,774.5,1032.6666666666667,442.57142857142856,-9317516.93823309,25726.20773509589
597,7,669999,4,2.0,1196.0,16,40.5598117,-74.1585168,2.0,299.0,598.0,199.33333333333334,-3597395.1509217066,28822.96138557226
598,4,575000,2,1.0,1200.0,16,40.6337278,-74.0936101,2.0,600.0,1200.0,400.0,-3612839.5014272775,18945.03906730817
604,7,950000,4,2.0,2200.0,9,40.6795412,-73.8904428,2.0,550.0,1100.0,366.6666666666667,-6612824.486771456,12771.31270556413
605,0,185000,2,1.0,600.0,11,40.833945,-73.9432359,2.0,300.0,600.0,200.0,-1811636.4167175754,6792.604461990811
606,7,1688888,4,3.0,2364.0,14,40.7773521,-73.7464296,1.3333333333333333,591.0,788.0,337.7142857142857,-7108983.273667935,18936.70867144869
612,7,1199000,4,2.0,2184.207862,9,40.5783044,-73.9471644,2.0,546.0519655,1092.103931,364.0346436666667,-6554044.514867361,22151.781520059787
613,7,2150000,4,2.3738608579684373,2184.207862,9,40.5790771,-73.9425262,1.6850187265917604,546.0519655,920.107787559738,342.6820745968057,-6553758.2200370515,22105.764926660228
615,7,675000,3,2.0,2184.207862,14,40.7121557,-73.7452804,1.5,728.0692873333334,1092.103931,436.8415724,-6557711.34390316,20349.296631652534
617,7,899000,2,1.0,1130.0,11,40.7604194,-73.9968086,2.0,565.0,1130.0,376.6666666666667,-3408239.2766612056,2806.185731412388
619,0,120000,2,1.0,600.0,20,40.8683656,-73.8832093,2.0,300.0,600.0,200.0,-1811691.6056242322,12606.222548572454
621,0,229000,2,1.0,950.0,20,40.8995193,-73.8623678,2.0,475.0,950.0,316.6666666666667,-2869888.5705108084,16449.754729550146
625,2,2000000,4,3.0,2000.0,11,40.7557937,-73.9642805,1.3333333333333333,500.0,666.6666666666666,285.7142857142857,-6028945.914453866,2396.513127685374
627,7,550000,3,2.0,2184.207862,14,40.6628113,-73.8453503,1.5,728.0692873333334,1092.103931,436.8415724,-6558651.005079224,16523.027280774022
628,11,499000,3,1.0,1176.0,16,40.6265387,-74.1263932,3.0,392.0,1176.0,294.0,-3541522.5676687104,21203.61403154036
630,0,239000,2,1.0,798.0,13,40.6649999,-73.84857,2.0,399.0,798.0,266.0,-2396435.5691487836,16162.178299245195
634,7,1228000,3,2.0,950.0,14,40.7739766,-73.8070988,1.5,316.6666666666667,475.0,190.0,-2858938.473415834,13831.633327584414
636,0,369888,2,2.0,2184.207862,13,40.726843,-73.85458,1.0,1092.103931,1092.103931,546.0519655,-6569799.944330972,11287.434831653056
637,0,500000,2,2.0,2184.207862,11,40.7616461,-73.9701294,1.0,1092.103931,1092.103931,546.0519655,-6585701.746588931,1674.2585716447209
638,10,499000,4,3.0,2184.207862,14,40.713904,-73.754948,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6558852.668110931,19518.673116219867
640,0,175849,2,1.0,850.0,20,40.879078,-73.9175196,2.0,425.0,850.0,283.3333333333333,-2568428.0419006897,12253.406147661928
641,10,499000,3,2.0,1445.0,11,40.6365321,-74.1218622,1.5,481.6666666666667,722.5,289.0,-4352420.10011,20096.300044891217
643,7,1474000,4,2.0,2050.0,14,40.7114417,-73.8490778,2.0,512.5,1025.0,341.6666666666667,-6163329.972179603,12596.539759435673
646,7,1288000,4,2.0,1700.0,14,40.7248068,-73.7953763,2.0,425.0,850.0,283.3333333333333,-5109014.152336359,15903.638740893484
647,6,499000,4,2.0,1428.0,9,40.6618245,-73.890638,2.0,357.0,714.0,238.0,-4290466.204696016,14468.289695020618
649,7,650000,3,2.0,2184.207862,16,40.6071254,-74.0925892,1.5,728.0692873333334,1092.103931,436.8415724,-6571597.932617352,21447.06574589706
652,0,1235000,3,2.0,2184.207862,20,40.8799728,-73.9221419,1.5,728.0692873333334,1092.103931,436.8415724,-6600534.513498581,12208.673142644746
654,0,750000,3,2.0,1750.0,11,40.8368955,-73.9465033,1.5,583.3333333333334,875.0,350.0,-5284554.848741884,7014.331292822585
655,10,1400000,3,3.0,2184.207862,14,40.7770879,-73.9162687,1.0,728.0692873333334,728.0692873333334,364.0346436666667,-6583399.481081749,4635.812559561962
662,0,220000,2,1.0,850.0,20,40.9049354,-73.9060897,2.0,425.0,850.0,283.3333333333333,-2569655.251118339,15281.045009164434
665,10,999999,4,3.0,1980.0,9,40.620076,-74.0306109,1.3333333333333333,495.0,660.0,282.85714285714283,-5954115.501347167,18116.2884288893
669,2,609000,2,2.0,2184.207862,13,40.7550154,-73.8329807,1.0,1092.103931,1092.103931,546.0519655,-6572421.825873129,11897.00207182231
671,7,689000,3,2.0,2184.207862,14,40.6794706,-73.8195636,1.5,728.0692873333334,1092.103931,436.8415724,-6559046.832775276,16743.901339674096
672,10,585000,4,2.0,2184.207862,14,40.6082787,-73.7495095,2.0,546.0519655,1092.103931,364.0346436666667,-6541354.462073457,26464.09419461825
673,2,109500,3,1.0,550.0,19,40.6202645,-74.1099106,3.0,183.33333333333334,550.0,137.5,-1655700.2938538445,20952.100697787544
674,0,299000,3,1.0,640.0,11,40.7578323,-73.9624557,3.0,213.33333333333334,640.0,160.0,-1929311.5941867386,2224.3622347820533
675,7,995000,3,2.0,1987.0,16,40.6293682,-74.0870368,1.5,662.3333333333334,993.5,397.4,-5981087.570527377,19064.368745107917
676,10,1499000,6,2.0,3144.0,9,40.629498,-74.02725,3.0,524.0,1572.0,393.0,-9456177.378299652,17031.018605457346
678,0,279000,3,1.0,550.0,11,40.8712698,-73.9178529,3.0,183.33333333333334,550.0,137.5,-1661614.079901937,11440.134297163822
679,7,235000,3,2.0,2184.207862,14,40.6797652,-73.8091668,1.5,728.0692873333334,1092.103931,436.8415724,-6558170.545750237,17401.850885249114
681,12,950000,5,3.0,2288.0,9,40.6626245,-73.8680207,1.6666666666666667,457.6,762.6666666666666,286.0,-6872391.441989965,15382.497683224952
682,7,859000,2,2.0,950.0,14,40.7746518,-73.81583,1.0,475.0,475.0,237.5,-2859324.0272990945,13095.031124227746
685,7,650000,5,3.0,2184.207862,9,40.677921,-73.9277691,1.6666666666666667,436.8415724,728.0692873333334,273.02598275,-6568410.933741178,11578.08674031122
686,7,1100000,4,3.0,1400.0,9,40.6231568,-74.0148411,1.3333333333333333,350.0,466.6666666666667,200.0,-4209403.093745338,17460.34944100248
687,2,478900,1,1.0,554.0,13,40.7259759,-73.8599803,1.0,554.0,554.0,277.0,-1666442.9568304406,10942.828238703563
688,2,2795000,2,2.0,965.0,11,40.735321,-73.9941315,1.0,482.5,482.5,241.25,-2908678.584311806,4983.710933166963
689,10,560000,5,2.0,2624.0,16,40.6366099,-74.0778245,2.5,524.8,1312.0,374.85714285714283,-7898952.826517356,17976.745881110077
691,7,999000,3,2.0,2184.207862,14,40.7562931,-73.7849475,1.5,728.0692873333334,1092.103931,436.8415724,-6568351.950348176,15858.516155634172
693,0,149000,1,1.0,375.0,11,40.8213094,-73.9399984,1.0,375.0,375.0,187.5,-1131872.8318957142,5619.879389571861
694,7,594900,4,2.0,1355.0,14,40.6824809,-73.7279494,2.0,338.75,677.5,225.83333333333334,-4064235.635369558,23027.22424302373
695,7,799000,3,2.0,2184.207862,9,40.6146692,-73.9515915,1.5,728.0692873333334,1092.103931,436.8415724,-6560310.743034735,18090.960748823512
697,7,685000,4,2.0,2625.0,14,40.6946313,-73.7540488,2.0,656.25,1312.5,437.5,-7878658.784845294,20453.651133644173
